record_id,dataset,start_time,end_time,delta_time_seconds,cpu_usage_avg_percent,ram_usage_avg_mb,ram_usage_avg_percent,gpu_usage_avg_percent,gpu_memory_avg_mb,pred_token_count,ref_token_count,rouge1_f1,rouge2_f1,rougeL_f1,bleu,exact_match,token_f1,token_precision,token_recall,token_overlap_count,normalized_edit_distance,char_f1,bert_score_f1,semantic_similarity
28,GSM8K,2025-10-21 09:05:21,2025-10-21 09:10:39,318.2162,0.0,0.0,0.0,,,47,43,0.3891891891891892,0.13114754098360656,0.2810810810810811,1.396463612196059e-78,0.0,0.4888888888888889,0.46808510638297873,0.5116279069767442,22,0.29591836734693877,0.7999999999999999,0.8538900017738342,0.7081977725028992
29,GSM8K,2025-10-21 09:10:39,2025-10-21 09:15:08,268.7402,0.0,0.0,0.0,,,49,71,0.38028169014084506,0.12056737588652484,0.2535211267605633,0.05229903414651474,0.0,0.4666666666666667,0.5714285714285714,0.39436619718309857,28,0.2822201317027281,0.8372093023255814,0.8466704487800598,0.7960854768753052
30,GSM8K,2025-10-21 09:15:08,2025-10-21 09:19:36,268.0235,0.0,0.0,0.0,,,64,45,0.49740932642487046,0.2198952879581152,0.3730569948186528,0.085797131455307,0.0,0.5321100917431193,0.453125,0.6444444444444445,29,0.20668058455114824,0.8470588235294119,0.8636454343795776,0.782478392124176
31,GSM8K,2025-10-21 09:19:36,2025-10-21 09:23:58,261.5174,0.0,0.0,0.0,,,59,58,0.5773195876288659,0.22916666666666666,0.34020618556701027,2.0968967692184502e-78,0.0,0.5811965811965812,0.576271186440678,0.5862068965517241,34,0.2774566473988439,0.8860759493670887,0.8751895427703857,0.7744648456573486
32,GSM8K,2025-10-21 09:23:58,2025-10-21 09:28:12,254.3308,0.0,0.0,0.0,,,58,55,0.3141361256544502,0.11640211640211641,0.24083769633507854,1.0031744516716093e-78,0.0,0.3008849557522123,0.29310344827586204,0.3090909090909091,17,0.23384030418250945,0.8048780487804876,0.8420358896255493,0.7307676672935486
33,GSM8K,2025-10-21 09:28:12,2025-10-21 09:32:30,258.1022,0.0,0.0,0.0,,,62,56,0.4980237154150198,0.20717131474103587,0.3320158102766798,0.061297732987486225,0.0,0.47457627118644063,0.45161290322580644,0.5,28,0.32485875706214684,0.8947368421052632,0.880851686000824,0.7784861922264099
34,GSM8K,2025-10-21 09:32:30,2025-10-21 09:36:22,232.0378,0.0,0.0,0.0,,,51,41,0.5070422535211268,0.17142857142857143,0.29577464788732394,5.002272189816168e-155,0.0,0.5,0.45098039215686275,0.5609756097560976,23,0.3509933774834437,0.8108108108108107,0.8827474117279053,0.7744885683059692
35,GSM8K,2025-10-21 09:36:22,2025-10-21 09:40:12,229.479,0.0,0.0,0.0,,,60,48,0.653061224489796,0.31724137931034485,0.4625850340136054,0.08788205973726702,0.0,0.5925925925925926,0.5333333333333333,0.6666666666666666,32,0.30975609756097566,0.883116883116883,0.8985541462898254,0.7464427947998047
36,GSM8K,2025-10-21 09:40:12,2025-10-21 09:45:23,311.5536,0.0,0.0,0.0,,,58,41,0.33507853403141363,0.11640211640211641,0.32460732984293195,0.038190219837776686,0.0,0.4444444444444444,0.3793103448275862,0.5365853658536586,22,0.29139072847682124,0.8108108108108109,0.845617413520813,0.7166144847869873
37,GSM8K,2025-10-21 09:45:23,2025-10-21 09:50:17,293.6197,0.0,0.0,0.0,,,48,34,0.4201680672268908,0.11965811965811966,0.319327731092437,0.060234557074640496,0.0,0.4146341463414634,0.3541666666666667,0.5,17,0.2615803814713896,0.8648648648648649,0.869943380355835,0.7147373557090759
38,GSM8K,2025-10-21 09:50:17,2025-10-21 09:55:08,291.5616,0.0,0.0,0.0,,,70,49,0.37433155080213903,0.1297297297297297,0.18181818181818182,4.49199042614707e-155,0.0,0.319327731092437,0.2714285714285714,0.3877551020408163,19,0.2257383966244726,0.7857142857142856,0.8330174684524536,0.7243556380271912
39,GSM8K,2025-10-21 09:55:08,2025-10-21 09:59:07,238.743,0.0,0.0,0.0,,,47,40,0.5103448275862069,0.2657342657342658,0.4000000000000001,0.14332855654455376,0.0,0.5747126436781609,0.5319148936170213,0.625,25,0.32894736842105265,0.8947368421052632,0.8772752285003662,0.8061899542808533
40,GSM8K,2025-10-21 09:59:07,2025-10-21 10:03:50,282.6534,0.0,0.0,0.0,,,43,35,0.47761194029850745,0.15151515151515152,0.3283582089552239,0.06552322707010351,0.0,0.48717948717948717,0.4418604651162791,0.5428571428571428,19,0.30861244019138756,0.7941176470588236,0.8732666373252869,0.7708449959754944
41,GSM8K,2025-10-21 10:03:50,2025-10-21 10:07:26,216.4901,0.0,0.0,0.0,,,53,46,0.476923076923077,0.0625,0.35384615384615375,0.05871060836970777,0.0,0.4848484848484848,0.4528301886792453,0.5217391304347826,24,0.23641304347826086,0.8505747126436781,0.8703908324241638,0.7273061871528625
42,GSM8K,2025-10-21 10:07:26,2025-10-21 10:11:54,268.2635,0.0,0.0,0.0,,,62,50,0.5842696629213483,0.3409090909090909,0.46067415730337075,0.19471237186215595,0.0,0.5892857142857142,0.532258064516129,0.66,33,0.4004524886877828,0.9024390243902439,0.8907887935638428,0.8103780150413513
43,GSM8K,2025-10-21 10:11:54,2025-10-21 10:17:04,309.835,0.0,0.0,0.0,,,49,51,0.5741626794258373,0.25120772946859904,0.35406698564593303,0.1407408966584071,0.0,0.6000000000000001,0.6122448979591837,0.5882352941176471,30,0.2859450726978998,0.9,0.8632281422615051,0.7639850378036499
44,GSM8K,2025-10-21 10:17:04,2025-10-21 10:21:49,284.7203,0.0,0.0,0.0,,,68,69,0.4410876132930514,0.1884498480243161,0.2537764350453172,0.06195961790009079,0.0,0.5547445255474452,0.5588235294117647,0.5507246376811594,38,0.2595959595959596,0.810126582278481,0.8540886640548706,0.6932819485664368
45,GSM8K,2025-10-21 10:21:49,2025-10-21 10:24:23,153.7465,0.0,0.0,0.0,,,32,24,0.4634146341463415,0.09999999999999999,0.29268292682926833,3.7192222052000083e-155,0.0,0.28571428571428575,0.25,0.3333333333333333,8,0.27853881278538817,0.7301587301587302,0.848548948764801,0.8398087024688721
46,GSM8K,2025-10-21 10:24:23,2025-10-21 10:29:01,278.6447,0.0,0.0,0.0,,,48,40,0.42748091603053434,0.15503875968992245,0.22900763358778628,0.052432787718194554,0.0,0.45454545454545453,0.4166666666666667,0.5,20,0.2795180722891566,0.7733333333333334,0.8603969216346741,0.7694154381752014
47,GSM8K,2025-10-21 10:29:01,2025-10-21 10:32:26,204.4014,0.0,0.0,0.0,,,39,31,0.6,0.375,0.4461538461538461,0.0878541835161863,0.0,0.5428571428571428,0.48717948717948717,0.6129032258064516,19,0.34794520547945207,0.8405797101449276,0.8998636603355408,0.8542755842208862
48,GSM8K,2025-10-21 10:32:26,2025-10-21 10:37:29,302.8636,0.0,0.0,0.0,,,54,42,0.4870466321243523,0.23036649214659688,0.31088082901554404,0.1111300139854401,0.0,0.4791666666666667,0.42592592592592593,0.5476190476190477,23,0.25769230769230766,0.8705882352941177,0.8683397173881531,0.8087292909622192
49,GSM8K,2025-10-21 10:37:29,2025-10-21 10:42:29,299.9498,0.0,0.0,0.0,,,58,43,0.3857142857142857,0.1884057971014493,0.3,4.021290477545932e-155,0.0,0.3564356435643564,0.3103448275862069,0.4186046511627907,18,0.2150837988826816,0.825,0.8631036281585693,0.7553656101226807
50,GSM8K,2025-10-21 10:42:29,2025-10-21 10:45:55,206.2306,0.0,0.0,0.0,,,40,47,0.6619718309859155,0.2714285714285714,0.40845070422535207,0.13227197827600295,0.0,0.6896551724137931,0.75,0.6382978723404256,30,0.36523929471032746,0.951219512195122,0.8910515308380127,0.8540319800376892
