record_id,dataset,question,gold_answer,mechanism,final_answer,delta_time_seconds,cpu_usage_avg_percent,ram_usage_avg_mb,ram_usage_avg_percent,gpu_usage_avg_percent,gpu_memory_avg_mb,rouge1_f1,rouge2_f1,rougeL_f1,bleu,exact_match,token_precision,token_recall,token_f1,token_overlap_count,normalized_edit_distance,char_f1,bert_score_f1,semantic_similarity,target_Readability,target_Coherence,target_Relevance,target_Specificity,target_Engagement,target_Concise,target_Length,target_Zipf,target_Hapax,target_Entropy,target_Perplexity
6,QASports,Fernando Tatis Jr. walked on ball four,1,SCoT,,152.9396,29.532558139534935,14526.214220826412,89.54717607973396,11.627906976744185,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
6,QASports,Fernando Tatis Jr. walked on ball four,1,MGCoT,,155.2674,45.63986710963455,15273.157729443521,94.15249169435214,12.059800664451828,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.067138671875,0.1562574803829193,0.16936412453651428,0.0,0.005545319058001041,0.8465315103530884,0.02855456992983818,0.0,0.0,0.6971327066421509,2.4034695625305176
7,QASports,Mike Williams got into the endzone,1,SCoT,,153.5681,44.320930232558155,15259.932503633721,94.06910299003339,12.299003322259136,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
7,QASports,Mike Williams got into the endzone,1,MGCoT,,155.2434,36.54219269102993,14608.617213455149,90.05348837209299,11.77076411960133,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.60067749023438,0.0,0.03646596521139145,0.0,0.0002973195805680007,0.9456135630607605,0.0029431551229208708,0.0,0.0,0.033677101135253906,1.0
8,QASports,Juan Mata caught the screen pass,0,SCoT,,153.4458,38.3671096345515,14732.950983700166,90.82126245847155,11.548172757475083,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
8,QASports,Juan Mata caught the screen pass,0,MGCoT,,155.3308,41.19003322259137,14818.369601328905,91.34817275747514,12.152823920265782,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
9,QASports,Alex Pietrangelo was called for slashing in the Stanley Cup,1,SCoT,,153.1279,35.0146179401993,14917.676884343853,91.9578073089701,11.820598006644518,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
9,QASports,Alex Pietrangelo was called for slashing in the Stanley Cup,1,MGCoT,,155.2394,34.268106312292375,14711.60388548588,90.6863787375413,11.641196013289036,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.73934936523438,0.0,0.05134187638759613,0.0,0.000521321315318346,0.9459410905838013,0.002857482060790062,0.0,0.0,0.053013287484645844,1.0
10,QASports,Gareth Bale launched the half court shot,0,SCoT,,153.0448,33.6837209302326,14728.026902512458,90.79003322259138,11.43189368770764,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
10,QASports,Gareth Bale launched the half court shot,0,MGCoT,,155.1994,37.27973421926916,14706.662790697674,90.66345514950162,12.29235880398671,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.66386413574219,0.0,0.0,0.004681594669818878,0.0007643070421181619,0.9860402345657349,0.0010648691095411777,0.00017692893743515015,0.008345693349838257,0.0,1.0
11,QASports,Joao Moutinho was out at third,0,SCoT,,153.0274,33.70963455149503,14699.924081187708,90.61694352159509,11.677740863787376,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
11,QASports,Joao Moutinho was out at third,0,MGCoT,,155.2335,34.28936877076413,14292.615344684385,88.10930232558117,11.817275747508306,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.42341613769531,0.0585336834192276,0.33332741260528564,0.0746452659368515,0.00013717375986743718,0.9072113037109375,0.0067079016007483006,0.07868214696645737,0.016970962285995483,0.4829157888889313,1.4938288927078247
12,QASports,Bryce Harper hit the back shoulder fade,0,SCoT,,152.989,32.75747508305651,14265.101406769103,87.93920265780721,11.784053156146179,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
12,QASports,Bryce Harper hit the back shoulder fade,0,MGCoT,,155.2165,30.68205980066441,14208.2499480897,87.58538205980074,11.906976744186046,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.66386413574219,0.0,0.0,0.004681594669818878,0.0007643070421181619,0.9860402345657349,0.0010648691095411777,0.00017692893743515015,0.008345693349838257,0.0,1.0
13,QASports,Freddie Freeman scored a bicycle kick,0,SCoT,,153.0473,34.23388704318936,14234.288997612126,87.74551495016611,11.986710963455149,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
13,QASports,Freddie Freeman scored a bicycle kick,0,MGCoT,,155.1308,30.513953488372113,14005.047653654485,86.33421926910295,12.348837209302326,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
14,QASports,Malcolm Brogdon eurostepped to the basket in the NBA Championship,1,SCoT,,153.1593,32.96544850498337,14150.195675872093,87.22757475083077,11.421926910299003,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
14,QASports,Malcolm Brogdon eurostepped to the basket in the NBA Championship,1,MGCoT,,155.2624,36.42956810631229,14268.430959302326,87.95980066445172,12.279069767441861,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,97.76092529296875,0.03701823204755783,0.12437345832586288,0.060907378792762756,0.00015085023187566549,0.8775060176849365,0.004046219866722822,0.0661637932062149,0.05198005214333534,0.22477328777313232,1.2422188520431519
15,QASports,Derrick White backhanded a shot,0,SCoT,,153.0389,36.857142857142854,14103.089726951826,86.94019933554821,11.946843853820598,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
15,QASports,Derrick White backhanded a shot,0,MGCoT,,155.1949,38.199335548172755,14347.14584198505,88.44053156146171,12.0265780730897,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
16,QASports,Tuukka Rask crossed the blue line,1,SCoT,,153.1023,38.543853820598,14611.239033949336,90.0724252491696,11.9734219269103,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
16,QASports,Tuukka Rask crossed the blue line,1,MGCoT,,155.2569,36.4169435215947,14860.158391299834,91.60232558139529,12.199335548172758,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
17,QASports,Nazem Kadri was out at home,0,SCoT,,152.9788,34.52857142857144,14563.61563019103,89.77408637873755,11.727574750830565,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
17,QASports,Nazem Kadri was out at home,0,MGCoT,,155.2429,39.214285714285694,14760.88256592608,90.9926910299004,11.956810631229235,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.42341613769531,0.0585336834192276,0.33332741260528564,0.0746452659368515,0.00013717375986743718,0.9072113037109375,0.0067079016007483006,0.07868214696645737,0.016970962285995483,0.4829157888889313,1.4938288927078247
18,QASports,Jacob Markstrom backhanded a shot,1,SCoT,,153.0768,34.639867109634565,14490.38335755814,89.32392026578091,11.73421926910299,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
18,QASports,Jacob Markstrom backhanded a shot,1,MGCoT,,155.216,35.06511627906977,14433.901759759136,88.9767441860467,11.794019933554818,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
19,QASports,Tristan Jarry dunked the ball,0,SCoT,,152.9708,36.80232558139538,14465.4362152201,89.16777408637876,11.461794019933555,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
19,QASports,Tristan Jarry dunked the ball,0,MGCoT,,152.6823,45.07774086378741,14894.689420681063,91.81627906976745,11.727574750830565,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
20,QASports,Clayton Kershaw launched a hail mary,0,SCoT,,153.451,39.09302325581393,15273.359154381229,94.14916943521595,12.196013289036545,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
20,QASports,Clayton Kershaw launched a hail mary,0,MGCoT,,155.1763,38.49202657807306,15327.962144414452,94.48837209302356,12.205980066445182,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
21,QASports,Jose Ramirez hit into a double play in the National League Championship Series,1,SCoT,,153.0944,38.2750830564784,14455.892415905315,89.11129568106313,11.850498338870432,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
21,QASports,Jose Ramirez hit into a double play in the National League Championship Series,1,MGCoT,,155.3175,41.412956810631236,14811.020309904485,91.30365448504986,12.013289036544851,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.50016021728516,0.0,0.0,0.0,0.0,0.9838177561759949,0.0007773922989144921,0.06477344036102295,0.05322045832872391,0.0,1.0
22,QASports,Elias Lindholm took the snap,0,SCoT,,153.275,37.84717607973421,14598.13860049834,89.98903654485045,12.418604651162791,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
22,QASports,Elias Lindholm took the snap,0,MGCoT,,155.0932,37.05813953488369,14738.87551910299,90.85315614617943,11.847176079734218,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
23,QASports,Baker Mayfield committed a blocking foul in the NBA Championship,0,SCoT,,153.1216,37.82857142857141,15059.019167877907,92.83455149501671,11.641196013289036,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
23,QASports,Baker Mayfield committed a blocking foul in the NBA Championship,0,MGCoT,,155.267,41.83720930232558,14932.379139846345,92.04916943521589,12.372093023255815,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.19735717773438,0.0,0.002027563750743866,0.0,0.0,0.9693365097045898,0.0012882993323728442,0.01416362076997757,0.006908059120178223,0.0,1.0
24,QASports,Robin Lehner launched a hail mary,0,SCoT,,153.065,32.93654485049835,14853.302429401994,91.55946843853842,11.750830564784053,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
24,QASports,Robin Lehner launched a hail mary,0,MGCoT,,155.1268,34.505980066445204,14778.347811980897,91.1046511627905,12.0,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
25,QASports,Paulinho earned an indirect kick in the FA Cup,1,SCoT,,153.1355,36.356810631229216,14380.271529796511,88.64983388704326,11.820598006644518,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
25,QASports,Paulinho earned an indirect kick in the FA Cup,1,MGCoT,,155.3417,48.27807308970099,14583.503374169435,89.89269102990013,12.81063122923588,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9477310180664,0.0,0.010520204901695251,0.0,0.00031033603590913117,0.960031270980835,0.0018801274709403515,0.0,0.0,0.0,1.0
26,QASports,Norman Powell committed a blocking foul,1,SCoT,,153.5307,56.695016611295635,15283.531353820597,94.21561461794022,19.704318936877076,2929.4521776370434,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
26,QASports,Norman Powell committed a blocking foul,1,MGCoT,,156.2469,47.918272425249164,15329.890560112126,94.49867109634559,19.322259136212626,3276.854002284053,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
27,QASports,Jayson Tatum was caught offsides in the Champions Leage Semifinal,0,SCoT,,153.2917,48.42558139534884,15015.494614306479,92.55980066445193,20.777408637873755,3281.7067327657805,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
27,QASports,Jayson Tatum was caught offsides in the Champions Leage Semifinal,0,MGCoT,,155.6937,52.66710963455148,14719.387679090532,90.73388704318927,21.654485049833887,3287.0065406976746,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.19735717773438,0.0,0.002027563750743866,0.0,0.0,0.9693365097045898,0.0012882993323728442,0.01416362076997757,0.006908059120178223,0.0,1.0
28,QASports,Darcy Kuemper scored on the power play,1,SCoT,,153.2563,45.87342192691029,14425.538751038206,88.9225913621263,19.578073089700997,3273.5871184593025,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
28,QASports,Darcy Kuemper scored on the power play,1,MGCoT,,155.3802,45.37076411960134,14253.339830772426,87.86013289036552,18.302325581395348,3284.2816912375415,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.94803619384766,0.0,0.0,0.0,0.00031439049053005874,0.9619934558868408,0.001408635638654232,0.0,0.0002142190933227539,0.0,1.0
29,QASports,Jarrett Allen got on base,0,SCoT,,153.1938,44.75382059800667,14003.238852263288,86.32325581395351,20.485049833887043,3318.1780523255816,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
29,QASports,Jarrett Allen got on base,0,MGCoT,,155.578,50.03023255813955,13463.970553882891,82.99999999999993,21.17940199335548,3346.5121729651164,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
30,QASports,Leon Draisaitl shot the puck,1,SCoT,,153.0702,44.11262458471763,13649.563693936878,84.1395348837209,21.19269102990033,3329.7311046511627,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
30,QASports,Leon Draisaitl shot the puck,1,MGCoT,,152.6002,48.988704318936904,13655.270413725084,84.17774086378736,20.740863787375414,3329.4144518272424,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
31,QASports,Paul Goldschmidt walked on ball four,1,SCoT,,153.1746,44.69534883720934,13670.99035766196,84.27076411960152,20.222591362126245,3326.538893791528,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
31,QASports,Paul Goldschmidt walked on ball four,1,MGCoT,,155.3841,46.97940199335548,13538.183827346345,83.45282392026586,19.740863787375414,3314.733700166113,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
32,QASports,Luis Suarez performed a give and go,1,SCoT,,153.2194,45.656146179401965,14053.92681945598,86.6365448504984,20.960132890365447,3324.504282599668,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
32,QASports,Luis Suarez performed a give and go,1,MGCoT,,155.7986,52.81661129568105,13747.514755502492,84.74385382059795,22.11295681063123,3347.03125,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.94803619384766,0.0,0.0,0.0,0.00031439049053005874,0.9619934558868408,0.001408635638654232,0.0,0.0002142190933227539,0.0,1.0
33,QASports,Kyle Anderson skated backwards,0,SCoT,,153.3532,51.45016611295683,13744.823933243355,84.73289036544855,19.837209302325583,3326.765469269103,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
33,QASports,Kyle Anderson skated backwards,0,MGCoT,,155.5255,51.4063122923588,13693.62267701412,84.40963455149507,17.345514950166113,3312.3958938953488,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.08915710449219,0.01755080185830593,0.014728665351867676,0.0,0.0011829253053292632,0.9510484337806702,0.004246539901942015,0.0,0.0,0.09349753707647324,1.0722370147705078
34,QASports,Keenan Allen drew a flag on the play in the NFC championship,1,SCoT,,153.3242,48.57375415282394,13768.171758201826,84.87574750830548,18.39202657807309,3307.7902045265782,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
34,QASports,Keenan Allen drew a flag on the play in the NFC championship,1,MGCoT,,155.5627,51.70863787375414,13644.850809800664,84.11096345514945,20.780730897009967,3337.4890988372094,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.51643371582031,0.0027709819842129946,0.05333251506090164,0.0,0.00037186607369221747,0.9307668209075928,0.003451048396527767,0.03267063945531845,0.01007261872291565,0.08213139325380325,1.0102479457855225
35,QASports,Mapou Yanga-M'Biwa did a double stepover,1,SCoT,,153.4024,49.6043189368771,13588.333900020763,83.7631229235881,20.87043189368771,3334.221812707641,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
35,QASports,Mapou Yanga-M'Biwa did a double stepover,1,MGCoT,,155.5238,57.67043189368773,13683.456641922758,84.34684385382046,21.59468438538206,3368.466504879568,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.89383697509766,0.06294681131839752,0.2926902770996094,0.08182136714458466,0.0002854237682186067,0.8949173092842102,0.006064253393560648,0.06404948234558105,0.01672789454460144,0.44918036460876465,1.4454561471939087
36,QASports,Juan Soto flew out to center,1,SCoT,,153.5322,47.83156146179398,12322.135122508305,75.96046511627894,13.215946843853821,3050.2034105066446,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36,QASports,Juan Soto flew out to center,1,MGCoT,,155.0497,27.875415282392044,10088.568625415282,62.197342192690854,11.956810631229235,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.60067749023438,0.0,0.03646596521139145,0.0,0.0002973195805680007,0.9456135630607605,0.0029431551229208708,0.0,0.0,0.033677101135253906,1.0
37,QASports,Santi Cazorla scored a touchdown,0,SCoT,,152.9263,29.848172757475087,10696.79764067691,65.9325581395349,11.787375415282392,2618.768233492525,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
37,QASports,Santi Cazorla scored a touchdown,0,MGCoT,,154.9253,31.8956810631229,12121.134019414452,74.72126245847156,12.033222591362126,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
38,QASports,Trevor Bauer stepped on first base,1,SCoT,,152.8896,32.898006644518304,12637.73983855897,77.90498338870425,11.581395348837209,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
38,QASports,Trevor Bauer stepped on first base,1,MGCoT,,155.0029,30.79999999999997,11466.94790801495,70.68272425249175,12.122923588039868,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
39,QASports,Michael Porter Jr. called for the screen,1,SCoT,,152.9649,30.864784053156175,11278.074854651162,69.52392026578057,11.60797342192691,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
39,QASports,Michael Porter Jr. called for the screen,1,MGCoT,,155.0152,29.955149501661104,11145.409403550664,68.70664451827216,11.92358803986711,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.81352233886719,0.267990380525589,0.44781723618507385,0.04901181533932686,0.003995400387793779,0.7689858675003052,0.03527681529521942,0.0,0.0,1.2860772609710693,3.2949581146240234
40,QASports,Radamel Falcao earned an indirect kick,1,SCoT,,152.9454,30.17242524916942,11249.543124480897,69.33853820598014,11.588039867109634,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
40,QASports,Radamel Falcao earned an indirect kick,1,MGCoT,,155.023,30.72093023255812,11124.084938226744,68.5757475083056,11.956810631229235,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
41,QASports,Christian Yelich headed back to the dugout,1,SCoT,,152.9621,28.90664451827242,11334.10754516196,69.87308970099677,11.621262458471762,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
41,QASports,Christian Yelich headed back to the dugout,1,MGCoT,,155.0159,31.535880398671083,11243.704176183555,69.31860465116303,12.006644518272426,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.94803619384766,0.0,0.0,0.0,0.00031439049053005874,0.9619934558868408,0.001408635638654232,0.0,0.0002142190933227539,0.0,1.0
